Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
AZUAY;-2,82029362;-78,87320312;32;HOMBRE;FALLECIDO;NO DETERMINADA;15/1/2023;FALLECIDO;25/1/2023
CHIMBORAZO;-1,64802233;-78,6886096;27;HOMBRE;FALLECIDO;ACCIDENTAL;13/1/2023;FALLECIDO;14/1/2023
PICHINCHA;-0,1559523;-78,4968294;17;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;10/1/2023;ENCONTRADO;14/1/2023
GUAYAS;-2,2392496;-79,8891651;14;MUJER;EXTRAVIADA;HOSPITALIZADO;12/1/2023;ENCONTRADO;16/1/2023
GUAYAS;-2,0913679;-79,9150724;52;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;13/1/2023;ENCONTRADO;17/1/2023
CHIMBORAZO;-1,67051504;-78,65716233;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/4/2023;ENCONTRADO;20/4/2023
MANABI;0,163055;-79,943225;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/1/2023;ENCONTRADO;17/1/2023
SUCUMBIOS;0,09087208;-77,16908452;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/1/2023;ENCONTRADO;17/1/2023
BOLIVAR;-1,58266894;-78,9969058;9;MUJER;PROBLEMAS ACADÉMICOS;BULLYING (MALTRATO ESCOLAR);17/1/2023;ENCONTRADO;17/1/2023
NAPO;-0,99792711;-77,81311507;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;6/3/2023
SUCUMBIOS;0,08248326;-77,01858044;59;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;17/2/2023;ENCONTRADO;1/3/2023
CHIMBORAZO;-1,9205065;-78,640419;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/3/2023;ENCONTRADO;20/3/2023
MANABI;-0,58252;-80,040306;5;MUJER;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,58252;-80,040306;9;MUJER;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,58252;-80,040306;32;MUJER;SIN_DATO;SIN_DATO;11/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,28035683;-78,5113477;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/2/2023;ENCONTRADO;6/3/2023
PICHINCHA;-0,23341474;-78,48827809;15;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/4/2023;ENCONTRADO;24/4/2023
GUAYAS;-2,63424549;-80,38897439;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/3/2023;ENCONTRADO;19/3/2023
GUAYAS;-2,24539646;-79,89131182;54;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/3/2023;ENCONTRADO;28/3/2023
GUAYAS;-1,60744763;-79,97022008;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/3/2023;ENCONTRADO;3/4/2023
EL ORO;-3,25327207;-79,9401015;23;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/1/2023;ENCONTRADO;18/1/2023
GUAYAS;-2,06805461;-79,93312218;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;10/1/2023
GUAYAS;-2,2015551;-79,8966835;30;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;4/1/2023;ENCONTRADO;17/1/2023
EL ORO;-3,25661572;-79,94485439;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/1/2023;ENCONTRADO;17/1/2023
COTOPAXI;-1,0964643;-78,6029862;63;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;15/1/2023;ENCONTRADO;5/2/2023
PICHINCHA;0,0411016;-78,2077368;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/1/2023;ENCONTRADO;18/1/2023
COTOPAXI;-0,84931808;-78,66311796;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/1/2023;ENCONTRADO;17/1/2023
PICHINCHA;0,0453258;-78,1450481;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;18/1/2023
LOJA;-3,9952065;-79,2022123;34;HOMBRE;FALLECIDO;ASESINATO;7/1/2023;FALLECIDO;12/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27006032;-79,16352834;23;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/2/2023;ENCONTRADO;5/3/2023
PICHINCHA;-0,1918287;-78,5114185;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;7/3/2023
ORELLANA;-0,4616728;-76,9931074;35;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/3/2023;ENCONTRADO;7/3/2023
GUAYAS;-2,14007449;-79,8647491;28;HOMBRE;FALLECIDO;NO DETERMINADA;16/3/2023;FALLECIDO;17/3/2023
ESMERALDAS;0,13514895;-79,4049776;26;HOMBRE;SIN_DATO;SIN_DATO;5/4/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,13483641;-79,31032438;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/3/2023;ENCONTRADO;25/3/2023
PICHINCHA;0,0411016;-78,2077368;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/1/2023;ENCONTRADO;18/1/2023
IMBABURA;0,34262439;-78,18700384;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/1/2023;ENCONTRADO;17/1/2023
GUAYAS;-2,1448779;-79,6038842;58;HOMBRE;EXTRAVIADA;HOSPITALIZADO;10/1/2023;ENCONTRADO;18/1/2023
BOLIVAR;-1,59170274;-79,03335238;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;3/1/2023;ENCONTRADO;18/1/2023
GUAYAS;-2,16359552;-79,446094;51;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;8/1/2023;ENCONTRADO;18/1/2023
PICHINCHA;0,0453258;-78,1450481;10;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;18/1/2023
IMBABURA;0,320478;-78,1231563;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/1/2023;ENCONTRADO;12/1/2023
BOLIVAR;-1,59757006;-78,96793152;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/1/2023;ENCONTRADO;18/1/2023
MANABI;0,163055;-79,943225;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/1/2023;ENCONTRADO;17/1/2023
PICHINCHA;-0,09742593;-78,52242643;28;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;4/3/2023;ENCONTRADO;6/3/2023
PICHINCHA;-0,3301626;-78,4510729;36;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;22/1/2023;ENCONTRADO;28/3/2023
ESMERALDAS;0,32700017;-79,47393634;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/3/2023;ENCONTRADO;21/4/2023
PICHINCHA;-0,2320259;-78,3369554;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/3/2023;ENCONTRADO;28/3/2023
LOJA;-4,00031819;-79,19889373;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/3/2023;ENCONTRADO;28/3/2023
MANABI;-0,960224;-80,813148;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;9/1/2023;ENCONTRADO;18/1/2023
EL ORO;-3,23167037;-79,94633857;38;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;4/3/2023;ENCONTRADO;6/3/2023
TUNGURAHUA;-1,3274599;-78,5273951;59;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,2376034;-78,4902452;62;HOMBRE;FALLECIDO;SUICIDIO;14/1/2023;FALLECIDO;19/1/2023
COTOPAXI;-0,71705943;-79,11367035;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/1/2023;ENCONTRADO;19/1/2023
MANABI;-0,33684247;-79,60972622;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/1/2023;ENCONTRADO;19/1/2023
AZUAY;-2,89542384;-79,05857205;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/1/2023;ENCONTRADO;19/1/2023
MANABI;-0,7842208;-80,2343302;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;12/1/2023;ENCONTRADO;18/1/2023
PICHINCHA;-0,245266;-78,5234903;12;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;7/1/2023;ENCONTRADO;18/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2602676;-79,2096646;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/1/2023;ENCONTRADO;16/1/2023
COTOPAXI;-0,94260134;-78,68327203;33;MUJER;PROBLEMA ECÓNOMICOS;DEUDAS;16/1/2023;ENCONTRADO;19/1/2023
COTOPAXI;-0,84000481;-78,66614251;25;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/1/2023;ENCONTRADO;19/1/2023
COTOPAXI;-0,9411949;-79,2316042;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/1/2023;ENCONTRADO;19/1/2023
IMBABURA;0,23396678;-78,28106462;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/1/2023;ENCONTRADO;19/1/2023
PASTAZA;-1,47947312;-78,01176509;5;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;5/3/2023;ENCONTRADO;6/3/2023
MORONA SANTIAGO;-1,69711802;-77,97005653;13;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;17/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,2107252;-78,4410895;51;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;18/1/2023;ENCONTRADO;20/1/2023
PICHINCHA;-0,2107252;-78,4410895;44;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;18/1/2023;ENCONTRADO;20/1/2023
PICHINCHA;-0,10542685;-78,50018442;28;MUJER;SIN_DATO;SIN_DATO;21/4/2023;DESAPARECIDO;SIN_DATO
PASTAZA;-1,47947312;-78,01176509;7;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;5/3/2023;ENCONTRADO;6/3/2023
MANABI;-0,2714362;-79,4647633;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;0,0757513;-78,1230672;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/1/2023;ENCONTRADO;23/1/2023
PICHINCHA;-0,11910413;-78,46520394;46;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;21/4/2023;ENCONTRADO;22/4/2023
CHIMBORAZO;-1,69099597;-78,63160115;51;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/3/2023;ENCONTRADO;21/3/2023
PICHINCHA;-0,0960488;-78,4240328;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;19/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,22308882;-78,52105603;20;HOMBRE;FISCALÍA;FISCALÍA;18/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,0800592;-78,4477081;30;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;6/1/2023;ENCONTRADO;8/2/2023
GUAYAS;-2,19017818;-79,90183858;35;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;15/1/2023;ENCONTRADO;24/1/2023
TUNGURAHUA;-1,258935;-78,5944718;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/1/2023;ENCONTRADO;20/1/2023
LOJA;-3,9813313;-79,2013491;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;20/1/2023
PICHINCHA;-0,12455371;-78,47854219;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/1/2023;ENCONTRADO;21/1/2023
MANABI;-1,13443591;-80,35228729;41;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/1/2023;ENCONTRADO;18/1/2023
ESMERALDAS;0,32205851;-79,47714905;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;19/4/2023;ENCONTRADO;21/4/2023
BOLIVAR;-1,5585611;-79,0093181;45;HOMBRE;SIN_DATO;SIN_DATO;7/2/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,19383258;-79,88796473;77;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;14/3/2023;ENCONTRADO;17/3/2023
MANABI;-0,9669716;-80,7076174;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;24/3/2023;ENCONTRADO;28/3/2023
PICHINCHA;-0,2685497;-78,5674212;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/3/2023;ENCONTRADO;28/3/2023
GUAYAS;-2,13947627;-79,89841461;47;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;16/3/2023;ENCONTRADO;17/3/2023
GUAYAS;-2,1824892;-79,8863823;30;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;20/4/2023;ENCONTRADO;20/4/2023
AZUAY;-3,06136;-79,7441844;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/3/2023;ENCONTRADO;24/3/2023
AZUAY;-2,89919554;-78,76558791;61;HOMBRE;FALLECIDO;ACCIDENTAL;4/3/2023;FALLECIDO;18/3/2023
GUAYAS;-2,1230321;-79,9514464;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/1/2023;ENCONTRADO;19/1/2023
LOS RIOS;-1,80985625;-79,51586544;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/1/2023;ENCONTRADO;19/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27054135;-79,19675515;14;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/1/2023;ENCONTRADO;17/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,26416739;-79,17626147;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/1/2023;ENCONTRADO;17/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,16429134;-79,00398437;25;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;15/1/2023;ENCONTRADO;19/1/2023
ESMERALDAS;0,92798865;-79,67578467;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,11055184;-78,4604505;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/1/2023;ENCONTRADO;20/1/2023
PICHINCHA;-0,2392649;-78,5333971;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/1/2023;ENCONTRADO;20/1/2023
GUAYAS;-2,16121903;-79,91624594;23;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/3/2023;ENCONTRADO;16/3/2023
SUCUMBIOS;-0,06702977;-76,87985672;15;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;5/1/2023;ENCONTRADO;12/1/2023
GUAYAS;-2,1035171;-79,9559316;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/1/2023;ENCONTRADO;5/2/2023
GUAYAS;-2,2342501;-79,92854118;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/1/2023;ENCONTRADO;21/1/2023
LOJA;-3,9952065;-79,2022123;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/1/2023;ENCONTRADO;3/3/2023
GUAYAS;-2,12299497;-79,58521668;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/1/2023;ENCONTRADO;21/1/2023
PICHINCHA;-0,3069491;-78,5018999;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/1/2023;ENCONTRADO;21/1/2023
PICHINCHA;-0,03547096;-78,45396259;62;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;20/1/2023;ENCONTRADO;21/1/2023
GUAYAS;-2,22200329;-79,9358077;33;HOMBRE;FALLECIDO;ASESINATO;13/1/2023;FALLECIDO;14/1/2023
AZUAY;-2,89971733;-78,97475796;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/1/2023;ENCONTRADO;21/1/2023
GUAYAS;-2,20121181;-79,92613186;35;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/1/2023;ENCONTRADO;22/1/2023
GUAYAS;-2,25100961;-79,90332573;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/1/2023;ENCONTRADO;22/1/2023
PICHINCHA;-0,1257803;-78,3187871;25;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;2/1/2023;ENCONTRADO;20/1/2023
GUAYAS;-2,20793505;-79,88669325;79;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;13/1/2023;ENCONTRADO;21/1/2023
LOJA;-4,012704;-79,2024365;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/1/2023;ENCONTRADO;20/1/2023
COTOPAXI;-0,93028455;-78,6576195;36;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;18/1/2023;ENCONTRADO;22/1/2023
GUAYAS;-2,2068551;-79,9079823;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/1/2023;ENCONTRADO;23/1/2023
GUAYAS;-2,1229207;-80,00155679;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;23/1/2023
COTOPAXI;-0,9530312;-78,6912282;19;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;21/1/2023;ENCONTRADO;22/1/2023
GUAYAS;-2,0739387;-80,004945;30;HOMBRE;FALLECIDO;NO DETERMINADA;4/1/2023;FALLECIDO;23/1/2023
PICHINCHA;-0,3771578;-78,5039425;18;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/1/2023;ENCONTRADO;22/1/2023
PICHINCHA;-0,1264737;-78,4780477;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/1/2023;ENCONTRADO;22/1/2023
TUNGURAHUA;-1,3547187;-78,6157565;44;HOMBRE;EXTRAVIADA;HOSPITALIZADO;20/1/2023;ENCONTRADO;22/1/2023
LOS RIOS;-1,005275;-79,47934976;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/1/2023;ENCONTRADO;22/1/2023
PICHINCHA;-0,0825315;-78,4180457;26;HOMBRE;FALLECIDO;NO DETERMINADA;14/1/2023;FALLECIDO;17/1/2023
ORELLANA;-0,44281948;-77,00877681;29;MUJER;PROBLEMAS SOCIALES;DROGADICCION;2/1/2023;ENCONTRADO;23/1/2023
CARCHI;0,8150687;-77,7165925;14;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;21/1/2023;ENCONTRADO;22/1/2023
PICHINCHA;-0,25852988;-78,5262699;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/1/2023;ENCONTRADO;17/1/2023
GUAYAS;-2,16586509;-79,82819873;22;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;11/1/2023;ENCONTRADO;16/1/2023
PICHINCHA;0,0411016;-78,2077368;29;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/3/2023;ENCONTRADO;23/3/2023
PICHINCHA;-0,3287859;-78,4289971;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/1/2023;ENCONTRADO;23/1/2023
AZUAY;-2,91649853;-78,84966365;75;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;22/1/2023;ENCONTRADO;4/2/2023
GUAYAS;-2,2680536;-79,8863846;87;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/1/2023;ENCONTRADO;19/1/2023
MANABI;-1,07122085;-80,45264896;32;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/1/2023;ENCONTRADO;23/1/2023
EL ORO;-3,3370606;-79,9594219;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/1/2023;ENCONTRADO;23/1/2023
GUAYAS;-2,09070933;-79,94188521;2;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/1/2023;ENCONTRADO;23/1/2023
GUAYAS;-2,09070933;-79,94188521;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/1/2023;ENCONTRADO;23/1/2023
GUAYAS;-2,17400791;-79,84801131;39;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/1/2023;ENCONTRADO;22/1/2023
LOS RIOS;-1,378469;-79,666717;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/1/2023;ENCONTRADO;23/1/2023
PICHINCHA;-0,00081791;-78,45160816;43;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/1/2023;ENCONTRADO;23/1/2023
PICHINCHA;-0,3628136;-78,4377124;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/1/2023;ENCONTRADO;23/1/2023
MORONA SANTIAGO;-2,34696638;-78,09162283;13;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;11/1/2023;ENCONTRADO;23/1/2023
CHIMBORAZO;-1,6749163;-78,6631152;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/1/2023;ENCONTRADO;20/1/2023
PICHINCHA;-0,32060537;-78,45843273;27;HOMBRE;FALLECIDO;ACCIDENTAL;22/1/2023;FALLECIDO;25/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2556474;-79,1731506;31;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/1/2023;ENCONTRADO;19/1/2023
PICHINCHA;-0,2955721;-78,5559712;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/1/2023;ENCONTRADO;24/1/2023
LOJA;-3,96027053;-79,24041289;22;HOMBRE;PROBLEMAS PSICOLÓGICOS;DEPRESION;19/1/2023;ENCONTRADO;20/1/2023
LOS RIOS;-1,44580289;-79,45277462;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/2/2023;ENCONTRADO;2/4/2023
PICHINCHA;-0,3388478;-78,5607618;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/1/2023;ENCONTRADO;23/1/2023
PICHINCHA;-0,2320259;-78,3369554;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;4/1/2023;ENCONTRADO;24/1/2023
CHIMBORAZO;-1,5654375;-78,7509375;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/1/2023;ENCONTRADO;23/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,38921356;-79,327512;20;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;15/1/2023;ENCONTRADO;18/1/2023
COTOPAXI;-1,04536339;-78,58682216;18;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/1/2023;ENCONTRADO;24/1/2023
PICHINCHA;-0,0913138;-78,45280233;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/1/2023;ENCONTRADO;24/1/2023
CHIMBORAZO;-1,651163;-78,6699796;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/1/2023;ENCONTRADO;24/1/2023
AZUAY;-2,8919833;-78,9818117;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/1/2023;ENCONTRADO;24/1/2023
PICHINCHA;-0,1265094;-78,4663363;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/1/2023;ENCONTRADO;24/1/2023
GUAYAS;-1,913716;-80,014204;17;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;10/1/2023;ENCONTRADO;20/1/2023
GUAYAS;-1,913716;-80,014204;18;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;10/1/2023;ENCONTRADO;20/1/2023
MORONA SANTIAGO;-2,26686713;-78,13096064;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/1/2023;ENCONTRADO;24/1/2023
GUAYAS;-2,00248405;-79,48008833;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/1/2023;ENCONTRADO;24/1/2023
CHIMBORAZO;-1,6621106;-78,6454622;14;HOMBRE;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;19/1/2023;ENCONTRADO;19/1/2023
GUAYAS;-2,2849674;-79,8831836;26;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;22/1/2023;ENCONTRADO;24/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2342572;-79,1940113;39;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;19/1/2023;ENCONTRADO;20/1/2023
EL ORO;-3,25967496;-79,92979644;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/1/2023;ENCONTRADO;17/1/2023
EL ORO;-3,24934223;-79,8357582;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;13/1/2023
NAPO;-0,9085624;-77,8081363;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;24/2/2023
LOJA;-4,0234835;-79,2035207;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/1/2023;ENCONTRADO;24/1/2023
SANTA ELENA;-2,23253479;-80,83480597;32;HOMBRE;FALLECIDO;NO DETERMINADA;4/2/2023;FALLECIDO;28/3/2023
CHIMBORAZO;-1,6691896;-78,63765332;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/1/2023;ENCONTRADO;22/1/2023
